issuekey,title,description,storypoint,split_mark
BAM-7632,Change hg clone into hg init/hg pull (to get rid of credentials in .hgrc),"http:/forums.atlassian.com/message.jspa?messageid=257362974  bq. i went through the cache directories in the server and noticed also slight security issue. bamboo seems to register the repository path with username/password into the hgrc file in plain text (in the url) in the cache directory and the file permissions are such that it is readable by all. not that the source code and builds itself might have something sensitive, but atleast i find it good to know that the username/password is not secure within the file system.  ",1,train
BAM-7633,Remove 'clean cache directory' checkbox from Mercurial configuration screen,"http:/forums.atlassian.com/thread.jspa?messageid=257363207&#257363207    i think we should remove that checkbox as it is hazardous to use. details in mail(anton,jens,sginter,pstefaniak).",1,train
BAM-7635,Share Mercurial cache among the server and local agents (if concurrent builds are on),"like in summary   if concurrent builds are on then each local agent will grab its own copy of cache during code retrieval. and hopefully it doesn't need to, instead it should use bamboo server's cache, like in 'no concurrent build' mode.",1,train
BAM-7655,Git Plugin should detect if remote repository support 'shallow' protocol,nan,1,train
BAM-7656,Git Repository shouldn't display user/pass + sshKey/pass together,"as it mislead user thinking user/pass may impact ssh connection. ideally there should be combobox ""authenticationtype"" with options ""none;http auth;sshkeyfile"" which would display exclusively either user/pass, either ssh+passphrase, or nothing.",1,train
BAM-7658,Sharing an artifact via quick link doesn't work when artifact name is used by other Jobs,"this, of course, is correct behaviour. however, it currently doesn't provide any feedback. the link simply doesn't work. instead, can we display a popup with the following message:    ""to share an artifact, it's name must be unique within the plan. please rename the artifact to share it""    then allow the user to edit the artifacts name with a textbox. (just like in edit without all the other fields)    the buttons at the bottom should say: save and cancel  ",2,train
BAM-7660,Ensure Artifacts upgrade task gives decent errors and can be rerun,this may already be catered for but:    its possible that moving artifact files will run out of disk space in the middle.  we should make sure that the upgrade task dies elegantly and its possible to recover. e.g. (just re run the upgrade task and it picks up where it left off.),1,train
BAM-7673,Git Repository doesn't log messages on remote agents,when run on remote agent no log from gitrepository are shown. probably textprovider is not properly initialized/loaded   as it was in mercurialrepository.,1,train
BAM-7674,Git repo shallow clones should work via http(s),"build testtesthttpsjob118 started building on agent default agent  updating source code to revision: 05b86d941d9f61f9236d7743c13821d6fdc4d416  fetching branch 'master'. will try to do a shallow fetch.  git: requesting shallow fetch  cannot fetch 'https:/cixot@github.com/cixot/test.git', branch 'master' to source directory '/home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/131073/testtesthttpsjob1'. https:/cixot@github.com/cixot/test.git: starting read stage without written request data pending is not supported      com.atlassian.bamboo.repository.repositoryexception: cannot fetch 'https:/cixot@github.com/cixot/test.git', branch 'master' to source directory '/home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/_gitrepositoriescache/0x645f5f1 1/repository'. https:/cixot@github.com/cixot/test.git: starting read stage without written request data pending is not supported    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:193)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:157)  ...  caused by: org.eclipse.jgit.errors.transportexception: https:/cixot@github.com/cixot/test.git: starting read stage without written request data pending is not supported    org.eclipse.jgit.transport.basepackfetchconnection.dofetch(basepackfetchconnection.java:292)    org.eclipse.jgit.transport.transporthttp$smarthttpfetchconnection.dofetch(transporthttp.java:613)    org.eclipse.jgit.transport.basepackfetchconnection.fetch(basepackfetchconnection.java:230)    org.eclipse.jgit.transport.fetchprocess.fetchobjects(fetchprocess.java:217)    org.eclipse.jgit.transport.fetchprocess.executeimp(fetchprocess.java:152)    org.eclipse.jgit.transport.fetchprocess.execute(fetchprocess.java:114)    org.eclipse.jgit.transport.transport.fetch(transport.java:904)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:188)   ... 23 more  caused by: org.eclipse.jgit.errors.transportexception: https:/cixot@github.com/cixot/test.git: starting read stage without written request data pending is not supported    org.eclipse.jgit.transport.transporthttp$service.execute(transporthttp.java:698)    org.eclipse.jgit.transport.transporthttp$service$httpexecutestream.read(transporthttp.java:772)    org.eclipse.jgit.util.io.unioninputstream.read(unioninputstream.java:144)    java.io.filterinputstream.read(filterinputstream.java:133)    org.eclipse.jgit.util.io.timeoutinputstream.read(timeoutinputstream.java:111)    org.eclipse.jgit.util.io.readfully(io.java:175)    org.eclipse.jgit.transport.packetlinein.readlength(packetlinein.java:141)    org.eclipse.jgit.transport.packetlinein.readstring(packetlinein.java:108)    org.eclipse.jgit.transport.packetlinein.readack(packetlinein.java:86)    org.eclipse.jgit.transport.basepackfetchconnection.negotiate(basepackfetchconnection.java:575)    org.eclipse.jgit.transport.basepackfetchconnection.dofetch(basepackfetchconnection.java:278)   ... 30 more      ",1,train
BAM-7676,Git Repository server cache should be thread-safe (during fetches),"system error details  build test  testmasterclean : unable to detect changes   (com.atlassian.bamboo.repository.repositoryexception : cannot fetch 'git:/github.com/cixot/test.git', branch 'master' to source directory '/home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/gitrepositoriescache/0x7300b2011/repository'. cannot move pack to /home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/gitrepositoriescache/0x7300b2011/repository/.git/objects/pack/pack9debbf5763a2286524c616934e72bf0cb8b71dba.pack)    occurred: 05 jan 2011, 5:12:03 pm   com.atlassian.bamboo.repository.repositoryexception: cannot fetch 'git:/github.com/cixot/test.git', branch 'master' to source directory '/home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/gitrepositoriescache/0x7300b2011/repository'. cannot move pack to /home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/gitrepositoriescache/0x7300b2011/repository/.git/objects/pack/pack9debbf5763a2286524c616934e72bf0cb8b71dba.pack      com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:193)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:157)    com.atlassian.bamboo.plugins.git.gitrepository.collectchangessincelastbuild(gitrepository.java:154)    com.atlassian.bamboo.v2.trigger.defaultchangedetectionmanager.collectchangessincelastbuild(defaultchangedetectionmanager.java:92)    com.atlassian.bamboo.v2.trigger.changedetectionlisteneraction.process(changedetectionlisteneraction.java:75)    com.atlassian.bamboo.chains.chainexecutionmanagerimpl.createchainstate(chainexecutionmanagerimpl.java:164)    com.atlassian.bamboo.chains.chainexecutionmanagerimpl.start(chainexecutionmanagerimpl.java:107)    sun.reflect.generatedmethodaccessor178.invoke(unknown source)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:43)    java.lang.reflect.method.invoke(method.java:616)    org.springframework.aop.support.aoputils.invokejoinpointusingreflection(aoputils.java:304)    org.springframework.aop.framework.jdkdynamicaopproxy.invoke(jdkdynamicaopproxy.java:198)    $proxy41.start(unknown source)    com.atlassian.bamboo.plan.planexecutionmanagerimpl.startwithlocktaken(planexecutionmanagerimpl.java:174)    com.atlassian.bamboo.plan.planexecutionmanagerimpl.access$100(planexecutionmanagerimpl.java:39)    com.atlassian.bamboo.plan.planexecutionmanagerimpl$2.call(planexecutionmanagerimpl.java:155)    com.atlassian.bamboo.plan.planexecutionmanagerimpl.dowithprocesslock(planexecutionmanagerimpl.java:306)    com.atlassian.bamboo.plan.planexecutionmanagerimpl.start(planexecutionmanagerimpl.java:148)    com.atlassian.bamboo.v2.trigger.changedetectionlistener.handleevent(changedetectionlistener.java:50)    com.atlassian.bamboo.event.eventlistenerrunnable.run(eventlistenerrunnable.java:22)    java.util.concurrent.threadpoolexecutor.runworker(threadpoolexecutor.java:1110)    java.util.concurrent.threadpoolexecutor$worker.run(threadpoolexecutor.java:603)    com.atlassian.bamboo.build.pipeline.concurrent.namedthreadfactory$2.run(namedthreadfactory.java:50)    java.lang.thread.run(thread.java:636)  caused by: org.eclipse.jgit.errors.transportexception: cannot move pack to /home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/gitrepositoriescache/0x7300b2011/repository/.git/objects/pack/pack9debbf5763a2286524c616934e72bf0cb8b71dba.pack    org.eclipse.jgit.transport.basepackfetchconnection.dofetch(basepackfetchconnection.java:292)    org.eclipse.jgit.transport.basepackfetchconnection.fetch(basepackfetchconnection.java:230)    org.eclipse.jgit.transport.fetchprocess.fetchobjects(fetchprocess.java:217)    org.eclipse.jgit.transport.fetchprocess.executeimp(fetchprocess.java:152)    org.eclipse.jgit.transport.fetchprocess.execute(fetchprocess.java:114)    org.eclipse.jgit.transport.transport.fetch(transport.java:904)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:188)   ... 23 more  caused by: java.io.ioexception: cannot move pack to /home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/gitrepositoriescache/0x7300b2011/repository/.git/objects/pack/pack9debbf5763a2286524c616934e72bf0cb8b71dba.pack    org.eclipse.jgit.transport.indexpack.renameandopenpack(indexpack.java:1163)    org.eclipse.jgit.transport.basepackfetchconnection.receivepack(basepackfetchconnection.java:674)    org.eclipse.jgit.transport.basepackfetchconnection.dofetch(basepackfetchconnection.java:285)   ... 29 more          system error details  build test  testmaster : unable to detect changes   (com.atlassian.bamboo.repository.repositoryexception : cannot fetch 'git:/github.com/cixot/test.git', branch 'master' to source directory '/home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/gitrepositoriescache/0x7300b2011/repository'. unknown repository format ""null""; expected ""0"".)    occurred: 05 jan 2011, 5:12:03 pm   com.atlassian.bamboo.repository.repositoryexception: cannot fetch 'git:/github.com/cixot/test.git', branch 'master' to source directory '/home/pstefaniak/bamboo/atlassianbamboo2.7.3standalone/home/xmldata/builddir/gitrepositoriescache/0x7300b2011/repository'. unknown repository format ""null""; expected ""0"".      com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:193)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:157)    com.atlassian.bamboo.plugins.git.gitrepository.collectchangessincelastbuild(gitrepository.java:154)    com.atlassian.bamboo.v2.trigger.defaultchangedetectionmanager.collectchangessincelastbuild(defaultchangedetectionmanager.java:92)    com.atlassian.bamboo.v2.trigger.changedetectionlisteneraction.process(changedetectionlisteneraction.java:75)    com.atlassian.bamboo.chains.chainexecutionmanagerimpl.createchainstate(chainexecutionmanagerimpl.java:164)    com.atlassian.bamboo.chains.chainexecutionmanagerimpl.start(chainexecutionmanagerimpl.java:107)    sun.reflect.generatedmethodaccessor178.invoke(unknown source)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:43)    java.lang.reflect.method.invoke(method.java:616)    org.springframework.aop.support.aoputils.invokejoinpointusingreflection(aoputils.java:304)    org.springframework.aop.framework.jdkdynamicaopproxy.invoke(jdkdynamicaopproxy.java:198)    $proxy41.start(unknown source)    com.atlassian.bamboo.plan.planexecutionmanagerimpl.startwithlocktaken(planexecutionmanagerimpl.java:174)    com.atlassian.bamboo.plan.planexecutionmanagerimpl.access$100(planexecutionmanagerimpl.java:39)    com.atlassian.bamboo.plan.planexecutionmanagerimpl$2.call(planexecutionmanagerimpl.java:155)    com.atlassian.bamboo.plan.planexecutionmanagerimpl.dowithprocesslock(planexecutionmanagerimpl.java:306)    com.atlassian.bamboo.plan.planexecutionmanagerimpl.start(planexecutionmanagerimpl.java:148)    com.atlassian.bamboo.v2.trigger.changedetectionlistener.handleevent(changedetectionlistener.java:50)    com.atlassian.bamboo.event.eventlistenerrunnable.run(eventlistenerrunnable.java:22)    java.util.concurrent.threadpoolexecutor.runworker(threadpoolexecutor.java:1110)    java.util.concurrent.threadpoolexecutor$worker.run(threadpoolexecutor.java:603)    com.atlassian.bamboo.build.pipeline.concurrent.namedthreadfactory$2.run(namedthreadfactory.java:50)    java.lang.thread.run(thread.java:636)  caused by: java.io.ioexception: unknown repository format ""null""; expected ""0"".    org.eclipse.jgit.storage.file.filerepository.(filerepository.java:180)    org.eclipse.jgit.storage.file.filerepository.(filerepository.java:126)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:169)   ... 23 more      system error details  build gp  linuskernelhttp3  default job 4 : error occurred while executing the build for gplinuskernelhttp3job14   (com.atlassian.bamboo.repository.repositoryexception : null could not delete file /home/hgrepo/bambooagenthome/xmldata/builddir/gplinuskernelhttp3job1/.git/objects/incoming4443714216792466821.idx)    occurred: 05 jan 2011, 5:29:19 pm   agent: lucyfer (2)   com.atlassian.bamboo.repository.repositoryexception: null could not delete file /home/hgrepo/bambooagenthome/xmldata/builddir/gplinuskernelhttp3job1/.git/objects/incoming4443714216792466821.idx      com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:193)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetchandcheckout(gitoperationhelper.java:151)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetchandcheckout(gitoperationhelper.java:142)    com.atlassian.bamboo.plugins.git.gitrepository.retrievesourcecode(gitrepository.java:203)    com.atlassian.bamboo.v2.build.task.checkoutupdateforbuild.docall(checkoutupdateforbuild.java:136)    com.atlassian.bamboo.v2.build.task.checkoutupdateforbuild.call(checkoutupdateforbuild.java:41)    com.atlassian.bamboo.v2.build.agent.defaultbuildagent.build(defaultbuildagent.java:189)    com.atlassian.bamboo.v2.build.agent.buildagentcontrollerimpl.waitandperformbuild(buildagentcontrollerimpl.java:90)    com.atlassian.bamboo.v2.build.agent.defaultbuildagent$1.run(defaultbuildagent.java:102)    com.atlassian.bamboo.build.pipeline.concurrent.namedthreadfactory$2.run(namedthreadfactory.java:50)    java.lang.thread.run(thread.java:636)  caused by: org.eclipse.jgit.errors.transportexception: could not delete file /home/hgrepo/bambooagenthome/xmldata/builddir/gplinuskernelhttp3job1/.git/objects/incoming4443714216792466821.idx    org.eclipse.jgit.transport.basepackfetchconnection.dofetch(basepackfetchconnection.java:292)    org.eclipse.jgit.transport.transporthttp$smarthttpfetchconnection.dofetch(transporthttp.java:613)    org.eclipse.jgit.transport.basepackfetchconnection.fetch(basepackfetchconnection.java:230)    org.eclipse.jgit.transport.fetchprocess.fetchobjects(fetchprocess.java:217)    org.eclipse.jgit.transport.fetchprocess.executeimp(fetchprocess.java:152)    org.eclipse.jgit.transport.fetchprocess.execute(fetchprocess.java:114)    org.eclipse.jgit.transport.transport.fetch(transport.java:904)    com.atlassian.bamboo.plugins.git.gitoperationhelper.fetch(gitoperationhelper.java:188)   ... 10 more  caused by: java.io.ioexception: could not delete file /home/hgrepo/bambooagenthome/xmldata/builddir/gplinuskernelhttp3 job1/.git/objects/incoming4443714216792466821.idx    org.eclipse.jgit.util.fileutils.delete(fileutils.java:133)    org.eclipse.jgit.util.fileutils.delete(fileutils.java:91)    org.eclipse.jgit.transport.indexpack.index(indexpack.java:473)    org.eclipse.jgit.transport.basepackfetchconnection.receivepack(basepackfetchconnection.java:673)    org.eclipse.jgit.transport.basepackfetchconnection.dofetch(basepackfetchconnection.java:285)   ... 17 more  ",2,train
